qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
HGDLLJHE_02272	MF	0008233	peptidase activity	2.76491431697	0.546139017438	4	59
HGDLLJHE_02272	MF	0046872	metal ion binding	2.48218705811	0.533461992109	5	97
HGDLLJHE_02272	BP	0006508	proteolysis	2.59972159404	0.538815429556	8	59
HGDLLJHE_02273	BP	0006744	ubiquinone biosynthetic process	8.40950133818	0.725767516074	1	95
HGDLLJHE_02273	MF	0051539	4 iron, 4 sulfur cluster binding	6.14311722046	0.664582739352	1	95
HGDLLJHE_02273	MF	0046872	metal ion binding	2.48186873706	0.533447323171	4	95
HGDLLJHE_02273	MF	0008233	peptidase activity	1.43078257957	0.478381450813	8	30
HGDLLJHE_02273	BP	0006508	proteolysis	1.34529896484	0.473113158297	12	30
HGDLLJHE_02274	MF	0042910	xenobiotic transmembrane transporter activity	8.39269820039	0.725346635392	1	95
HGDLLJHE_02274	BP	0042908	xenobiotic transport	8.08611088751	0.717591994698	1	95
HGDLLJHE_02274	CC	0005886	plasma membrane	2.4765801317	0.533203474765	1	95
HGDLLJHE_02274	BP	0046677	response to antibiotic	8.06041910664	0.716935537578	2	95
HGDLLJHE_02274	MF	0015297	antiporter activity	7.6100482314	0.705253306396	2	95
HGDLLJHE_02274	BP	0055085	transmembrane transport	2.7554244435	0.545724321925	4	95
HGDLLJHE_02275	BP	0046813	receptor-mediated virion attachment to host cell	6.91097265524	0.686412343171	1	65
HGDLLJHE_02275	CC	0009279	cell outer membrane	4.42760862293	0.610228148788	1	65
HGDLLJHE_02275	CC	0005886	plasma membrane	2.47656654289	0.533202847874	5	98
HGDLLJHE_02275	CC	0005737	cytoplasm	0.0253954315626	0.327838990891	9	2
HGDLLJHE_02275	BP	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.15599085103	0.362047723162	10	2
HGDLLJHE_02275	BP	0016567	protein ubiquitination	0.14121597412	0.359264292637	13	2
HGDLLJHE_02275	BP	0051301	cell division	0.119113376387	0.354812594015	21	2
HGDLLJHE_02276	MF	0004654	polyribonucleotide nucleotidyltransferase activity	11.4073025992	0.795108622469	1	97
HGDLLJHE_02276	BP	0006402	mRNA catabolic process	8.04901794294	0.716643888475	1	97
HGDLLJHE_02276	CC	0005829	cytosol	2.65539376859	0.541308903127	1	97
HGDLLJHE_02276	MF	0000175	3'-5'-RNA exonuclease activity	9.17451928066	0.744503088865	2	97
HGDLLJHE_02276	MF	0000287	magnesium ion binding	5.51188461641	0.645591894657	9	97
HGDLLJHE_02276	BP	0006396	RNA processing	4.43875999536	0.61061265834	16	97
HGDLLJHE_02276	MF	0003723	RNA binding	3.34597808532	0.570300056122	16	97
HGDLLJHE_02277	CC	0022627	cytosolic small ribosomal subunit	7.43067018289	0.700504391957	1	100
HGDLLJHE_02277	MF	0019843	rRNA binding	6.20709058522	0.666451764462	1	100
HGDLLJHE_02277	BP	0006412	translation	3.4778666943	0.575484051655	1	100
HGDLLJHE_02277	MF	0003735	structural constituent of ribosome	3.86142594852	0.590025424261	2	100
HGDLLJHE_02278	BP	1990481	mRNA pseudouridine synthesis	10.7046981393	0.779765868126	1	97
HGDLLJHE_02278	MF	0106029	tRNA pseudouridine synthase activity	8.94639229777	0.739000756009	1	83
HGDLLJHE_02278	BP	0031119	tRNA pseudouridine synthesis	9.84532150973	0.760297747144	3	97
HGDLLJHE_02278	MF	0003723	RNA binding	3.31299602586	0.568987774467	8	97
HGDLLJHE_02278	MF	0016829	lyase activity	0.0461202061771	0.335882593729	13	1
HGDLLJHE_02279	MF	0043024	ribosomal small subunit binding	10.1651829435	0.767639476178	1	100
HGDLLJHE_02279	BP	0030490	maturation of SSU-rRNA	8.75804137403	0.73440470862	1	99
HGDLLJHE_02279	CC	0005829	cytosol	2.71022333604	0.543739216453	1	100
HGDLLJHE_02280	MF	0097216	guanosine tetraphosphate binding	10.8679808376	0.783375333308	1	98
HGDLLJHE_02280	BP	0006413	translational initiation	7.97388926785	0.714716861104	1	100
HGDLLJHE_02280	CC	0005737	cytoplasm	1.25424221862	0.467313772064	1	98
HGDLLJHE_02280	MF	0003743	translation initiation factor activity	8.49089732549	0.727800375738	2	100
HGDLLJHE_02280	MF	0003924	GTPase activity	6.4994443834	0.674872994575	6	98
HGDLLJHE_02280	MF	0005525	GTP binding	5.9077175385	0.657620168272	7	98
HGDLLJHE_02281	BP	0031564	transcription antitermination	3.29189578579	0.568144814957	1	1
HGDLLJHE_02281	MF	0000166	nucleotide binding	2.49488619149	0.534046430909	1	3
HGDLLJHE_02281	CC	0005829	cytosol	0.907199282429	0.442998657837	1	1
HGDLLJHE_02281	BP	0006353	DNA-templated transcription termination	2.966925673	0.554803603814	5	1
HGDLLJHE_02281	MF	0003723	RNA binding	1.1431332535	0.459944079143	6	1
HGDLLJHE_02282	BP	0031564	transcription antitermination	9.83465331078	0.76005084181	1	97
HGDLLJHE_02282	MF	0003700	DNA-binding transcription factor activity	4.43319573328	0.610420857928	1	97
HGDLLJHE_02282	CC	0005829	cytosol	2.71028945236	0.543742132135	1	97
HGDLLJHE_02282	MF	0003723	RNA binding	3.41515040809	0.573031423169	3	97
HGDLLJHE_02282	MF	0000166	nucleotide binding	2.47318404455	0.533046749788	4	96
HGDLLJHE_02282	BP	0006353	DNA-templated transcription termination	8.86379378072	0.736991243065	5	97
HGDLLJHE_02282	MF	0003746	translation elongation factor activity	1.39268068439	0.476053268356	9	17
HGDLLJHE_02282	BP	0006414	translational elongation	1.2911257258	0.469687439892	59	17
HGDLLJHE_02283	BP	0000028	ribosomal small subunit assembly	8.90445876793	0.737981733267	1	97
HGDLLJHE_02283	CC	0005829	cytosol	2.71023667865	0.543739804856	1	97
HGDLLJHE_02283	BP	0006412	translation	3.47796142245	0.575487739361	15	97
HGDLLJHE_02286	MF	0015450	protein-transporting ATPase activity	10.4008453427	0.772974960246	1	95
HGDLLJHE_02286	BP	0043952	protein transport by the Sec complex	9.17987066733	0.74463133609	1	95
HGDLLJHE_02286	CC	0005886	plasma membrane	2.47648504678	0.533199088183	1	95
HGDLLJHE_02286	BP	0065002	intracellular protein transmembrane transport	8.32763873991	0.723713055476	2	95
HGDLLJHE_02286	BP	0009306	protein secretion	7.48971784492	0.702073905677	3	95
HGDLLJHE_02287	MF	0008966	phosphoglucosamine mutase activity	10.9026723363	0.784138710341	1	94
HGDLLJHE_02287	BP	0006048	UDP-N-acetylglucosamine biosynthetic process	9.52148923073	0.752742339864	1	93
HGDLLJHE_02287	CC	0005829	cytosol	2.54840216299	0.536493150758	1	94
HGDLLJHE_02287	MF	0004615	phosphomannomutase activity	10.4838256369	0.77483925092	2	93
HGDLLJHE_02287	MF	0000287	magnesium ion binding	5.28979876535	0.638653647924	5	94
HGDLLJHE_02287	BP	0009252	peptidoglycan biosynthetic process	6.31836162578	0.66967982258	7	93
HGDLLJHE_02287	MF	0004156	dihydropteroate synthase activity	0.114774322596	0.353891377642	13	1
HGDLLJHE_02287	BP	0005975	carbohydrate metabolic process	3.88458993972	0.590879952272	17	94
HGDLLJHE_02287	BP	0046656	folic acid biosynthetic process	0.0975189427359	0.350043089556	41	1
HGDLLJHE_02287	BP	0046654	tetrahydrofolate biosynthetic process	0.0896038761528	0.348164032315	42	1
HGDLLJHE_02288	MF	0004156	dihydropteroate synthase activity	11.4691741929	0.796436777428	1	97
HGDLLJHE_02288	BP	0046656	folic acid biosynthetic process	9.74487773955	0.757967743368	1	97
HGDLLJHE_02288	CC	0005829	cytosol	2.68380991103	0.54257154455	1	97
HGDLLJHE_02288	BP	0046654	tetrahydrofolate biosynthetic process	8.95394057403	0.739183932131	2	97
HGDLLJHE_02288	MF	0046872	metal ion binding	2.48356483253	0.533525472155	3	97
HGDLLJHE_02289	MF	0004176	ATP-dependent peptidase activity	8.84245203629	0.736470506148	1	97
HGDLLJHE_02289	BP	0030163	protein catabolic process	5.96600186432	0.659356814323	1	97
HGDLLJHE_02289	CC	0005886	plasma membrane	2.40242965279	0.529756705003	1	97
HGDLLJHE_02289	MF	0004222	metalloendopeptidase activity	6.99005398588	0.688590072529	2	97
HGDLLJHE_02289	BP	0006508	proteolysis	4.20833674107	0.602566634327	4	97
HGDLLJHE_02289	MF	0008270	zinc ion binding	4.92754172088	0.627015930731	5	97
HGDLLJHE_02289	MF	0016887	ATP hydrolysis activity	4.47961522898	0.612017274258	7	97
HGDLLJHE_02289	BP	0051301	cell division	0.837927829709	0.437613753806	11	14
HGDLLJHE_02289	MF	0005524	ATP binding	2.97759303103	0.555252814746	15	97
HGDLLJHE_02290	MF	0008650	rRNA (uridine-2'-O-)-methyltransferase activity	12.4788262316	0.817624548637	1	99
HGDLLJHE_02290	BP	0031167	rRNA methylation	7.59232888166	0.704786707484	1	99
HGDLLJHE_02290	CC	0005737	cytoplasm	1.25420026212	0.46731105219	1	98
HGDLLJHE_02290	BP	0051301	cell division	0.239599037195	0.375773736958	30	4
HGDLLJHE_02291	MF	0003723	RNA binding	3.41437038817	0.573000777987	1	26
HGDLLJHE_02292	MF	0070063	RNA polymerase binding	9.83484070587	0.760055180047	1	98
HGDLLJHE_02292	BP	0032784	regulation of DNA-templated transcription elongation	9.15698860821	0.744082700054	1	98
HGDLLJHE_02292	BP	0006354	DNA-templated transcription elongation	9.07505622437	0.742112589417	2	98
HGDLLJHE_02292	MF	0003746	translation elongation factor activity	7.52988062937	0.703137918005	2	94
HGDLLJHE_02292	BP	0006414	translational elongation	6.98079804058	0.688335822521	3	94
HGDLLJHE_02292	MF	0003677	DNA binding	3.11210339313	0.560849566311	8	98
HGDLLJHE_02293	MF	0015288	porin activity	9.01921633083	0.740764787241	1	100
HGDLLJHE_02293	CC	0009279	cell outer membrane	6.57997872131	0.677159332787	1	100
HGDLLJHE_02293	BP	0055085	transmembrane transport	2.75541207161	0.545723780823	1	100
HGDLLJHE_02293	BP	0006811	monoatomic ion transport	0.154515533091	0.361775889523	6	4
HGDLLJHE_02293	CC	0046930	pore complex	0.299973681765	0.384225826821	7	3
HGDLLJHE_02294	MF	0004185	serine-type carboxypeptidase activity	8.60550649301	0.730646284891	1	97
HGDLLJHE_02294	BP	0000270	peptidoglycan metabolic process	6.13201574382	0.66425741295	1	97
HGDLLJHE_02294	BP	0006508	proteolysis	4.20607218877	0.602486480887	4	97
HGDLLJHE_02295	MF	0008324	monoatomic cation transmembrane transporter activity	4.53149709698	0.613791789855	1	92
HGDLLJHE_02295	BP	0098655	monoatomic cation transmembrane transport	4.33561051573	0.607037311504	1	92
HGDLLJHE_02295	CC	0016020	membrane	1.03859392038	0.452675393789	1	92
HGDLLJHE_02296	BP	0006437	tyrosyl-tRNA aminoacylation	11.1646487015	0.789864647476	1	100
HGDLLJHE_02296	MF	0004831	tyrosine-tRNA ligase activity	11.0492871781	0.787351596441	1	100
HGDLLJHE_02296	CC	0005829	cytosol	2.71029581031	0.543742412514	1	100
HGDLLJHE_02296	MF	0003723	RNA binding	3.41515841955	0.573031737902	8	100
HGDLLJHE_02296	MF	0005524	ATP binding	3.06950069439	0.559090263021	9	100
HGDLLJHE_02297	BP	0000920	septum digestion after cytokinesis	9.67568034605	0.756355572049	1	100
HGDLLJHE_02297	MF	0004222	metalloendopeptidase activity	7.20581165061	0.694469695156	1	100
HGDLLJHE_02297	CC	0016020	membrane	1.02807173033	0.451923902317	1	99
HGDLLJHE_02297	MF	0046872	metal ion binding	2.48264085816	0.533482902592	6	99
HGDLLJHE_02297	MF	0042834	peptidoglycan binding	0.905098935246	0.442838470586	11	8
HGDLLJHE_02298	MF	0042910	xenobiotic transmembrane transporter activity	8.39277649989	0.725348597594	1	99
HGDLLJHE_02298	BP	0042908	xenobiotic transport	8.08618632671	0.717593920727	1	99
HGDLLJHE_02298	CC	0005886	plasma membrane	2.4766032369	0.533204540672	1	99
HGDLLJHE_02298	BP	0055085	transmembrane transport	2.75545015017	0.545725446238	2	99
HGDLLJHE_02299	CC	1990281	efflux pump complex	9.10080330286	0.742732647261	1	95
HGDLLJHE_02299	MF	0015562	efflux transmembrane transporter activity	8.57201887142	0.72981670956	1	95
HGDLLJHE_02299	BP	0055085	transmembrane transport	2.75540781158	0.545723594505	1	95
HGDLLJHE_02300	BP	0106035	protein maturation by [4Fe-4S] cluster transfer	11.6908201928	0.801165537332	1	100
HGDLLJHE_02300	MF	0051537	2 iron, 2 sulfur cluster binding	7.5431881252	0.703489840607	1	100
HGDLLJHE_02300	CC	0005829	cytosol	2.71019830557	0.543738112619	1	100
HGDLLJHE_02300	MF	0005506	iron ion binding	6.37591356496	0.671338296863	2	100
HGDLLJHE_02300	BP	0016226	iron-sulfur cluster assembly	8.2174626176	0.720932018309	3	100
HGDLLJHE_02300	MF	0051539	4 iron, 4 sulfur cluster binding	6.20775849051	0.666471226835	3	100
HGDLLJHE_02301	MF	0042286	glutamate-1-semialdehyde 2,1-aminomutase activity	11.9019949539	0.80562937196	1	97
HGDLLJHE_02301	BP	0006782	protoporphyrinogen IX biosynthetic process	7.56408528969	0.704041849455	1	83
HGDLLJHE_02301	CC	0005737	cytoplasm	1.24093422346	0.466448773938	1	97
HGDLLJHE_02301	MF	0008483	transaminase activity	6.8140794921	0.683727057735	4	98
HGDLLJHE_02301	MF	0030170	pyridoxal phosphate binding	6.30163721411	0.669196460135	6	97
HGDLLJHE_02302	CC	0016020	membrane	1.03860175885	0.452675952188	1	97
HGDLLJHE_02303	MF	0052914	16S rRNA (guanine(1207)-N(2))-methyltransferase activity	12.1694082697	0.811225538672	1	81
HGDLLJHE_02303	BP	0031167	rRNA methylation	7.35597986079	0.698510128925	1	96
HGDLLJHE_02303	CC	0005737	cytoplasm	1.22745605317	0.465567974026	1	96
HGDLLJHE_02303	MF	0003676	nucleic acid binding	2.08996221258	0.514611307285	14	96
HGDLLJHE_02304	MF	0009927	histidine phosphotransfer kinase activity	9.65512905245	0.755875655391	1	95
HGDLLJHE_02304	BP	0000160	phosphorelay signal transduction system	5.2968341544	0.638875651941	1	96
HGDLLJHE_02304	CC	0005886	plasma membrane	2.45168358442	0.532052024573	1	96
HGDLLJHE_02304	MF	0004721	phosphoprotein phosphatase activity	7.78519847758	0.709836583032	2	96
HGDLLJHE_02304	MF	0000155	phosphorelay sensor kinase activity	6.661360262	0.679455553472	3	96
HGDLLJHE_02304	BP	0006355	regulation of DNA-templated transcription	0.791932829732	0.433914362695	11	21
HGDLLJHE_02304	MF	0005524	ATP binding	3.03863879918	0.557808165314	16	96
HGDLLJHE_02305	BP	0042938	dipeptide transport	9.08267728323	0.742296216242	1	97
HGDLLJHE_02305	MF	1904680	peptide transmembrane transporter activity	9.0468193954	0.741431559641	1	97
HGDLLJHE_02305	CC	0030288	outer membrane-bounded periplasmic space	6.80934605102	0.683595388158	1	97
HGDLLJHE_02305	CC	0043190	ATP-binding cassette (ABC) transporter complex	6.73158999657	0.681425870045	2	97
HGDLLJHE_02305	BP	0015833	peptide transport	7.7640025937	0.709284697243	3	96
HGDLLJHE_02305	MF	0046872	metal ion binding	0.0522606997667	0.337893590098	4	2
HGDLLJHE_02305	BP	0055085	transmembrane transport	2.75543939537	0.545724975864	7	97
HGDLLJHE_02306	BP	0055085	transmembrane transport	2.75542265689	0.545724243785	1	100
HGDLLJHE_02306	CC	0005886	plasma membrane	2.47657852589	0.533203400685	1	100
HGDLLJHE_02307	MF	0071916	dipeptide transmembrane transporter activity	9.64932681434	0.755740068286	1	99
HGDLLJHE_02307	BP	0035442	dipeptide transmembrane transport	9.38150726039	0.749436655596	1	99
HGDLLJHE_02307	CC	0005886	plasma membrane	2.47657825261	0.533203388078	1	99
HGDLLJHE_02308	BP	0015833	peptide transport	7.45313473267	0.701102242292	1	95
HGDLLJHE_02308	MF	0016887	ATP hydrolysis activity	4.38681847475	0.608817525598	1	95
HGDLLJHE_02308	MF	0005524	ATP binding	3.0694957114	0.559090056534	7	100
HGDLLJHE_02309	BP	0015833	peptide transport	7.61218523459	0.705309542807	1	97
HGDLLJHE_02309	MF	0016887	ATP hydrolysis activity	4.48043353811	0.61204534241	1	97
HGDLLJHE_02309	MF	0005524	ATP binding	3.06949520853	0.559090035696	7	100
HGDLLJHE_02310	MF	0008810	cellulase activity	11.6876664816	0.801098569638	1	97
HGDLLJHE_02310	BP	0000272	polysaccharide catabolic process	7.3627950473	0.698692515784	1	94
HGDLLJHE_02310	MF	0008422	beta-glucosidase activity	0.0981573925829	0.350191276462	6	1
HGDLLJHE_02311	MF	0016301	kinase activity	4.33846739031	0.607136905037	1	98
HGDLLJHE_02311	BP	0016310	phosphorylation	0.0811417344646	0.346060783762	1	1
HGDLLJHE_02311	CC	0005737	cytoplasm	0.012749593444	0.321095126976	1	1
HGDLLJHE_02311	MF	0016773	phosphotransferase activity, alcohol group as acceptor	0.193201117917	0.368522150521	6	4
HGDLLJHE_02311	MF	0005524	ATP binding	0.030589486749	0.330095262801	7	1
HGDLLJHE_02312	MF	0016231	beta-N-acetylglucosaminidase activity	11.8310725236	0.804134655644	1	93
HGDLLJHE_02312	BP	0006689	ganglioside catabolic process	11.2214761036	0.791097809979	1	93
HGDLLJHE_02312	CC	0005764	lysosome	7.94363552774	0.713938299255	1	93
HGDLLJHE_02312	MF	0030247	polysaccharide binding	0.108556319265	0.352540330489	8	1
HGDLLJHE_02312	CC	0016020	membrane	1.03860706154	0.452676329941	9	94
HGDLLJHE_02312	CC	0042597	periplasmic space	0.0673275826898	0.342375855915	11	1
HGDLLJHE_02312	BP	0030203	glycosaminoglycan metabolic process	6.23244559282	0.667189861556	16	94
HGDLLJHE_02312	BP	0005975	carbohydrate metabolic process	4.13138072776	0.599830589974	23	94
HGDLLJHE_02312	BP	0006032	chitin catabolic process	0.117175795614	0.354403339787	35	1
HGDLLJHE_02313	MF	0030246	carbohydrate binding	6.94415651669	0.687327664457	1	95
HGDLLJHE_02313	BP	0005975	carbohydrate metabolic process	4.13139642233	0.599831150555	1	95
HGDLLJHE_02313	MF	0016757	glycosyltransferase activity	5.43307605028	0.643146095695	2	95
HGDLLJHE_02314	MF	0008973	phosphopentomutase activity	11.3804981139	0.794532110989	1	96
HGDLLJHE_02314	BP	0006166	purine ribonucleoside salvage	9.61782922414	0.755003318049	1	96
HGDLLJHE_02314	CC	0005829	cytosol	0.0277331872592	0.328880568569	1	1
HGDLLJHE_02314	MF	0046872	metal ion binding	2.50807952594	0.534652040584	5	97
HGDLLJHE_02314	MF	0004614	phosphoglucomutase activity	0.903411598865	0.442709647762	9	7
HGDLLJHE_02314	BP	0005975	carbohydrate metabolic process	4.13137645211	0.599830437256	18	97
HGDLLJHE_02315	MF	0015091	ferric iron transmembrane transporter activity	11.827911877	0.804067939718	1	95
HGDLLJHE_02315	BP	0034755	iron ion transmembrane transport	7.93351925888	0.713677632488	1	95
HGDLLJHE_02315	CC	0043190	ATP-binding cassette (ABC) transporter complex	6.45999254806	0.67374780353	1	95
HGDLLJHE_02315	MF	0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	7.53693639941	0.703324549653	4	95
HGDLLJHE_02315	MF	0140359	ABC-type transporter activity	6.55253383333	0.67638176295	5	95
HGDLLJHE_02315	MF	0016887	ATP hydrolysis activity	4.43158551843	0.610365331283	10	95
HGDLLJHE_02315	MF	0005524	ATP binding	3.06948959361	0.559089803022	21	99
HGDLLJHE_02316	BP	0055085	transmembrane transport	2.75543545824	0.545724803669	1	95
HGDLLJHE_02316	CC	0005886	plasma membrane	2.47659003176	0.533203931483	1	95
HGDLLJHE_02317	CC	0030288	outer membrane-bounded periplasmic space	6.73998562003	0.681660722658	1	98
HGDLLJHE_02317	MF	0046872	metal ion binding	2.35858522747	0.527693602361	1	93
HGDLLJHE_02318	BP	0097272	ammonium homeostasis	11.9533791461	0.806709532452	1	95
HGDLLJHE_02318	MF	0008519	ammonium transmembrane transporter activity	10.9819131188	0.785877839847	1	95
HGDLLJHE_02318	CC	0016020	membrane	1.03860442559	0.452676142161	1	95
HGDLLJHE_02318	BP	0072488	ammonium transmembrane transport	10.7140900332	0.779974224773	2	95
HGDLLJHE_02319	BP	0006808	regulation of nitrogen utilization	10.4754830413	0.774652154988	1	99
HGDLLJHE_02319	MF	0030234	enzyme regulator activity	6.19510224512	0.666102252951	1	99
HGDLLJHE_02319	CC	0005829	cytosol	2.71021149346	0.5437386942	1	99
HGDLLJHE_02319	MF	0005524	ATP binding	3.06940520273	0.559086305971	3	99
HGDLLJHE_02321	MF	0003677	DNA binding	3.16920208742	0.563188712282	1	1
HGDLLJHE_02322	MF	0015128	gluconate transmembrane transporter activity	12.0979456241	0.809736109116	1	97
HGDLLJHE_02322	BP	0035429	gluconate transmembrane transport	11.8284975048	0.804080302007	1	97
HGDLLJHE_02322	CC	0016020	membrane	1.03860360648	0.452676083809	1	97
HGDLLJHE_02323	MF	0008887	glycerate kinase activity	11.1753271898	0.790096611191	1	97
HGDLLJHE_02323	BP	0016310	phosphorylation	7.90995078679	0.713069696275	1	97
HGDLLJHE_02323	BP	0006082	organic acid metabolic process	3.23031938104	0.56566925628	4	97
HGDLLJHE_02323	MF	0043798	glycerate 2-kinase activity	0.163554810206	0.363421653636	7	1
HGDLLJHE_02324	MF	0047456	2-methylisocitrate dehydratase activity	12.1590728842	0.811010398847	1	94
HGDLLJHE_02324	BP	0019629	propionate catabolic process, 2-methylcitrate cycle	10.9762847295	0.785754518744	1	94
HGDLLJHE_02324	CC	0005829	cytosol	2.5726399771	0.537592832743	1	94
HGDLLJHE_02324	MF	0003994	aconitate hydratase activity	10.406856431	0.77311025865	2	94
HGDLLJHE_02324	MF	0051539	4 iron, 4 sulfur cluster binding	5.89267863833	0.657170678836	4	94
HGDLLJHE_02324	BP	0006099	tricarboxylic acid cycle	7.13960443136	0.692674955133	6	94
HGDLLJHE_02324	MF	0003723	RNA binding	3.24170263809	0.56612866405	9	94
HGDLLJHE_02324	MF	0046872	metal ion binding	2.38068953679	0.528736096939	10	94
HGDLLJHE_02324	MF	0016853	isomerase activity	0.157646339017	0.362351227839	18	3
HGDLLJHE_02325	BP	0016042	lipid catabolic process	6.26879149948	0.668245295576	1	99
HGDLLJHE_02325	CC	0019867	outer membrane	5.60809601661	0.648554202595	1	98
HGDLLJHE_02325	MF	0008233	peptidase activity	2.98791633334	0.555686771708	1	66
HGDLLJHE_02325	BP	0006508	proteolysis	2.80940011968	0.548073571078	5	66
HGDLLJHE_02326	MF	0008955	peptidoglycan glycosyltransferase activity	9.8762260896	0.761012250215	1	4
HGDLLJHE_02326	BP	0046677	response to antibiotic	8.0570849414	0.716850268838	1	4
HGDLLJHE_02326	MF	0008658	penicillin binding	9.3565456503	0.748844600561	2	4
HGDLLJHE_02326	BP	0009252	peptidoglycan biosynthetic process	6.78850466543	0.683015100679	2	4
HGDLLJHE_02327	MF	0008955	peptidoglycan glycosyltransferase activity	9.8734067271	0.760947113924	1	2
HGDLLJHE_02327	BP	0046677	response to antibiotic	8.05478488843	0.716791436448	1	2
HGDLLJHE_02327	CC	0016020	membrane	1.03787629453	0.452624262488	1	2
HGDLLJHE_02327	MF	0008658	penicillin binding	9.35387464078	0.748781201141	2	2
HGDLLJHE_02327	BP	0009252	peptidoglycan biosynthetic process	6.78656675359	0.68296109809	2	2
HGDLLJHE_02327	MF	0004180	carboxypeptidase activity	7.7745334886	0.709558988441	7	2
HGDLLJHE_02327	BP	0006508	proteolysis	4.33519374499	0.607022779713	13	2
HGDLLJHE_02328	MF	0004386	helicase activity	6.42592566145	0.672773427127	1	100
HGDLLJHE_02328	CC	0016020	membrane	0.0100831119402	0.319280214414	1	1
HGDLLJHE_02328	MF	0005524	ATP binding	3.01026419676	0.556623640159	4	98
HGDLLJHE_02328	MF	0008186	ATP-dependent activity, acting on RNA	2.22524532038	0.521298559782	17	27
HGDLLJHE_02328	MF	0016787	hydrolase activity	2.21097505607	0.520602930842	18	99
HGDLLJHE_02328	MF	0003676	nucleic acid binding	2.1362950855	0.516925339532	19	98
HGDLLJHE_02328	MF	0140098	catalytic activity, acting on RNA	1.23129499873	0.465819339963	23	27
HGDLLJHE_02329	MF	0003677	DNA binding	3.17534446735	0.563439085603	1	94
HGDLLJHE_02330	MF	0008270	zinc ion binding	5.07952674071	0.631948934995	1	97
HGDLLJHE_02330	BP	0010468	regulation of gene expression	3.17708342057	0.563509924151	1	97
HGDLLJHE_02330	CC	0005737	cytoplasm	1.27932953533	0.468932018092	1	97
HGDLLJHE_02331	MF	0004818	glutamate-tRNA ligase activity	10.5679587565	0.776721924472	1	97
HGDLLJHE_02331	BP	0006424	glutamyl-tRNA aminoacylation	10.0802727543	0.765701945431	1	97
HGDLLJHE_02331	CC	0005829	cytosol	2.63048134465	0.540196376636	1	97
HGDLLJHE_02331	BP	0006400	tRNA modification	6.20854059151	0.666494015474	4	97
HGDLLJHE_02331	MF	0008270	zinc ion binding	4.93004903778	0.627097923482	5	97
HGDLLJHE_02331	MF	0005524	ATP binding	2.97910814136	0.555316551945	10	97
HGDLLJHE_02332	MF	0070566	adenylyltransferase activity	8.10272762564	0.718016017885	1	97
HGDLLJHE_02332	BP	0031123	RNA 3'-end processing	7.97309586328	0.714696462191	1	97
HGDLLJHE_02332	BP	0006401	RNA catabolic process	7.1436678912	0.692785346151	2	97
HGDLLJHE_02332	BP	0043632	modification-dependent macromolecule catabolic process	6.8254709143	0.684043744255	3	97
HGDLLJHE_02332	BP	0006397	mRNA processing	6.40674760719	0.672223762595	4	97
HGDLLJHE_02332	MF	0003723	RNA binding	3.31506066363	0.56907011286	4	97
HGDLLJHE_02332	MF	0005524	ATP binding	2.97953411201	0.555334468629	5	97
HGDLLJHE_02333	MF	0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	11.4642556825	0.796331326427	1	98
HGDLLJHE_02333	BP	0046656	folic acid biosynthetic process	9.64694885242	0.75568448813	1	98
HGDLLJHE_02333	MF	0016301	kinase activity	4.25292819015	0.604140570314	3	98
HGDLLJHE_02333	BP	0046654	tetrahydrofolate biosynthetic process	7.72872799695	0.708364565585	5	86
HGDLLJHE_02333	MF	0005524	ATP binding	3.0089597319	0.556569050076	5	98
HGDLLJHE_02334	MF	0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	11.5552673629	0.798278933933	1	96
HGDLLJHE_02334	BP	0015940	pantothenate biosynthetic process	9.55104650738	0.75343722328	1	96
HGDLLJHE_02334	CC	0005737	cytoplasm	1.24057972616	0.466425668927	1	96
HGDLLJHE_02334	MF	0000287	magnesium ion binding	5.45532560735	0.643838390621	3	96
HGDLLJHE_02334	MF	0008168	methyltransferase activity	3.75678747661	0.586132941641	5	70
HGDLLJHE_02334	BP	0032259	methylation	3.62942790935	0.581321354544	16	70
HGDLLJHE_02335	MF	0004592	pantoate-beta-alanine ligase activity	11.3356508411	0.793566014475	1	94
HGDLLJHE_02335	BP	0015940	pantothenate biosynthetic process	9.26479897307	0.746661680852	1	94
HGDLLJHE_02335	CC	0005829	cytosol	2.54937975002	0.536537605329	1	94
HGDLLJHE_02335	MF	0005524	ATP binding	2.8872578717	0.5514228672	5	94
HGDLLJHE_02336	MF	0140359	ABC-type transporter activity	6.82794805098	0.684112574748	1	96
HGDLLJHE_02336	CC	0043190	ATP-binding cassette (ABC) transporter complex	6.73151709703	0.681423830169	1	96
HGDLLJHE_02336	BP	0055085	transmembrane transport	2.75540955543	0.545723670774	1	96
HGDLLJHE_02337	MF	0016887	ATP hydrolysis activity	4.43460784807	0.610469544993	1	96
HGDLLJHE_02337	MF	0005524	ATP binding	3.06948538534	0.559089628638	7	100
HGDLLJHE_02338	MF	0015183	L-aspartate transmembrane transporter activity	12.0482981495	0.808698761723	1	95
HGDLLJHE_02338	BP	0015741	fumarate transport	11.4766741028	0.796597529143	1	95
